id_a,id_b,name_a,name_b
19034,23334,MUS81,PTPN1
27489,34023,UPF1,KRAS
51058,34023,KIAA0408,KRAS
23978,17702,ELAVL1,ATP6V0A2
15420,38126,GSPT1,HRAS
30122,51578,NAP1L4,HNRNPUL1
35985,53663,EXOSC9,FBXO28
34023,16322,KRAS,NOG
44828,18835,KLHL24,BRCA1
12242,15740,CSF1R,PPP1R2
30825,40726,PTEN,ATG4B
21775,35265,ABCA3,CADM4
31711,50280,KHK,TYMS
45548,37415,MON1B,ZC3H18
48087,10723,LAMP5,MYC
28478,5834,NRAS,ZNF132
29352,38126,COPS4,HRAS
25726,33595,CDC26,TTC4
2011,33194,GCK,U2AF2
13705,19786,GAPDH,RET
11570,22128,ETAA1,ACY1
18810,11778,CYP3A4,FLT3LG
41521,17565,FBXW7,MS4A1
27351,42349,NTRK1,RARA
23742,44430,NACA,SLC35A1
30825,42274,PTEN,IL11
1029,4585,REXO2,TUBB
43751,625,ARIH1,TIMELESS
5509,50820,EGFR,POLD1
14097,38126,CLSTN3,HRAS
39043,32795,CSK,CAPN3
29352,35985,COPS4,EXOSC9
13650,50490,CDCA8,TCOF1
36916,6383,PDGFRA,PLEKHM1
25450,551,CYP2C9,LRRC37A3
30513,53953,CTHRC1,TP53
24279,7747,HCRTR1,PIM1
53953,23443,TP53,NEK2
7859,24325,DFFA,TLR5
32967,33631,TNK2,CABIN1
34023,41317,KRAS,PUM1
25867,22317,BRCA2,PPARA
38126,19908,HRAS,TAF15
50154,36688,SLC28A1,SPHK1
30825,49307,PTEN,RHOF
18810,18966,CYP3A4,PGAP2
16654,17798,PTTG1,AKIRIN1
1885,19617,ATM,RPL13A
52477,40669,ABCB1,ALG10B
34023,40476,KRAS,URB2
38126,32468,HRAS,MRPL3
3602,14184,CHMP1A,CORO1B
15623,43903,NCOA3,PDGFRB
39193,29495,CANT1,KMT2C
16844,51434,NAE1,TAS1R2
19034,24458,MUS81,EDEM3
9791,6998,CCNF,EHMT2
16499,33269,ITFG1,MBTPS1
22139,16844,AS3MT,NAE1
51805,33595,OPA1,TTC4
52881,11786,CLPX,CYP3A5
25978,40149,L3MBTL2,NOL12
15903,9848,DBF4,DDR1
25867,23129,BRCA2,EZH2
39043,36454,CSK,OPALIN
36078,6678,ENY2,SLC25A32
15964,17365,HIF3A,KIT
51994,6358,OTULIN,HYAL1
12288,4770,BRD4,CCNT1
3722,29495,FLI1,KMT2C
36903,27557,KAT2A,NLE1
50897,19548,S100A2,SLC2A1
47439,16844,AGTR2,NAE1
33228,22232,MAPK8,VAV3
1444,38191,BCR,SEL1L
23978,9681,ELAVL1,RBM12
17761,3731,CDC7,CTPS1
51594,7747,GRB2,PIM1
50284,28478,UTP4,NRAS
33733,34023,FBL,KRAS
9918,21680,SCRIB,ZFP41
28478,80,NRAS,TAP2
16654,40231,PTTG1,GRIN2D
40189,38157,CRY2,GADD45A
53953,7575,TP53,TTK
34023,40283,KRAS,CMTM3
30924,24050,CSNK1G2,MAPK8IP3
38993,34023,DCLK2,KRAS
6914,37758,MED23,UQCRB
22417,31356,CACTIN,POLR2K
4113,16995,BLM,BOP1
33936,53442,CA9,HMGA1
27465,38126,AKR1A1,HRAS
34833,16844,HMCN1,NAE1
45525,23129,MEN1,EZH2
24958,47662,NCBP2,TMEM230
28478,49269,NRAS,ZSCAN9
34953,80,ABCC1,TAP2
17687,1391,ATAD5,SFPQ
32468,28308,MRPL3,TAF2
2076,38126,PLIN2,HRAS
36589,3922,FASTKD2,CNOT8
6804,12143,ABCC4,CCND2
16844,21939,NAE1,ZFAND3
36066,10723,KRT27,MYC
3032,38126,EXOSC10,HRAS
51320,34023,CPNE4,KRAS
7245,5545,BOD1L1,GOLT1B
3436,53953,TLR4,TP53
26734,23053,DICER1,EIF3M
4961,25420,KCTD10,PSMB7
53953,10720,TP53,HAUS1
24955,32468,DHX15,MRPL3
34023,41658,KRAS,TMEM116
8160,3768,AKT2,BCL2L2
7398,34023,ISG20L2,KRAS
35039,34023,FUT3,KRAS
42908,34295,INTS5,SNRPC
16502,45321,CENPP,ZWINT
23504,17365,KLF10,KIT
46379,16901,HMGCR,NDUFB1
44930,4761,ABCG2,ADA2
16654,42280,PTTG1,TAF4B
36793,52919,AATF,NUP54
33477,36688,LCK,SPHK1
19034,15251,MUS81,DCAF17
34023,46289,KRAS,EBLN2
41045,28478,NECAB2,NRAS
38823,26093,TRMT5,ZNF830
1291,48172,CTTNBP2NL,ANXA2
41103,47469,CHEK1,CMPK1
28478,22593,NRAS,RAB22A
48194,29623,CX3CR1,IGF2BP3
4740,26571,KIF1B,NPTX2
14330,34023,MOB3A,KRAS
41103,16903,CHEK1,RRM1
39043,7461,CSK,PLD5
18810,2828,CYP3A4,SP110
392,36988,RPLP1,VPS29
52378,16640,TIA1,ZNF184
16654,36580,PTTG1,ACP1
16844,27428,NAE1,SEC63
10103,11770,MAP1S,RAVER1
34023,12421,KRAS,PHB
26198,15903,CYP2C19,DBF4
19010,47124,CBR1,CYP2C8
27288,42312,KDM4B,POGZ
52527,31442,MED16,NCLN
18492,53953,HAS2,TP53
18440,33595,PITRM1,TTC4
9848,1546,DDR1,LAPTM4B
43729,31990,COX7C,PSMD1
11825,1029,PPP2R2A,REXO2
47574,10586,NHP2,UNG
16844,26799,NAE1,PIK3C3
4384,43410,OXT,TAOK2
27968,12294,COPS8,LANCL1
34378,37927,CCDC88C,PDIK1L
38126,22813,HRAS,PIP4K2A
3799,28494,DONSON,METTL17
4113,12101,BLM,FTL
51732,13251,PAK3,STAT5B
10751,46322,POLE,SNRNP70
36820,19196,HNRNPR,RBM14
31094,39375,AFG3L2,RPL8
16844,32144,NAE1,PADI1
47610,134,BAX,CDK4
26173,22560,MAZ,TELO2
36492,16844,LRRC57,NAE1
17676,10723,ECD,MYC
40540,46813,EIF5B,SPAG7
34102,38141,NARS2,CCT2
29132,26282,ALB,EDF1
51345,12005,CDA,MAP3K7
39043,50632,CSK,ELMOD3
1885,14628,ATM,CETN2
33430,38823,MED28,TRMT5
30825,49468,PTEN,CIC
48948,1841,DCXR,PLA2G2E
4113,47342,BLM,SLC35C1
28478,16903,NRAS,RRM1
4113,10988,BLM,PSMC3
47469,44131,CMPK1,HCK
39155,27304,BRD2,CDK12
13834,28478,HASPIN,NRAS
40375,52919,CHMP2A,NUP54
35283,4153,MRPS12,PRPF31
51719,2626,ADRA1A,THPO
5662,16774,EMC2,MASTL
2804,47645,ARID1B,THBS3
29399,23176,KIF23,PLK1
4113,30782,BLM,TBC1D25
28102,47129,CYP2D6,NFATC2IP
30825,39411,PTEN,RHOD
22268,53017,NFATC1,SLC22A2
34379,15,NFRKB,PRDM10
39043,43304,CSK,NUDT13
27691,26647,RPF1,RWDD3
22479,17523,RFC4,PARP1
13315,34023,CASP8,KRAS
34023,11778,KRAS,FLT3LG
26743,29485,AURKA,VPS72
36034,2661,LHFPL4,RGS19
17687,7683,ATAD5,PNN
16844,9731,NAE1,TMEM200A
34023,36078,KRAS,ENY2
1195,31256,INTS3,XRN2
5672,10305,FOS,S100A10
16903,25037,RRM1,SLC29A2
34990,2483,CNBP,SNX2
37827,154,PHLDA2,TAS2R1
30825,40950,PTEN,SFTPD
31166,26644,RBX1,TNFRSF10B
34023,21739,KRAS,PNCK
51594,41720,GRB2,NOS2
40375,15824,CHMP2A,LEO1
44098,39392,NSMCE4A,SF3B1
18651,12508,CDK9,SMARCA4
127,35172,CHD9,TONSL
16654,14979,PTTG1,FKBP3
4961,29314,KCTD10,MRPS35
45577,48303,MAP1LC3B,MTOR
14864,49874,CORO2A,F11R
34592,18299,SULT2B1,ST14
1219,34023,DSC1,KRAS
50181,12944,MED10,PSMD4
28478,4469,NRAS,SKP1
19485,19617,MDM2,RPL13A
8673,41231,LEP,MAG
42957,49667,ATR,NAMPT
30027,16903,PSMB10,RRM1
18835,45939,BRCA1,TCEANC
18569,11089,NFYC,PMF1
7610,11003,CCL23,CYP1A2
17074,15517,GGA3,USP36
12727,16908,PDX1,PPP1R3A
52809,25319,HMBOX1,MTMR9
44788,5545,CAMLG,GOLT1B
28513,30462,KMT2D,PMS2
33460,18638,DTX2,ZBTB2
30825,497,PTEN,UBXN1
1674,34023,RRP9,KRAS
43759,716,MRPL18,TUBGCP3
30310,26928,RAD51,XRCC6
28478,50913,NRAS,USP9X
34023,1734,KRAS,KANSL2
34724,8243,CALM1,ORM1
19793,33595,GNPAT,TTC4
44167,16844,MUTYH,NAE1
16654,48896,PTTG1,PPFIA3
913,6085,VPS41,PTAR1
16844,30177,NAE1,TDG
39014,26434,KRT16,GJB3
37189,16844,GLRX5,NAE1
48312,9681,DCK,RBM12
4113,40486,BLM,SH3BP5L
41374,23713,MAPK12,MASP2
25410,6542,C1S,SLCO1B3
1885,8705,ATM,PRSS8
37521,10723,KCNS1,MYC
17365,18201,KIT,PLOD2
20513,34023,DTX4,KRAS
36350,716,CEP192,TUBGCP3
51839,7288,CAMK2G,TK1
2645,46192,ANAPC13,MRPS30
27389,21818,CYP4F12,PTK6
26743,3355,AURKA,FH
29499,28478,MFSD12,NRAS
19152,45958,ATF5,CYP3A7
42541,44513,PRR14,ZNF668
53227,4025,PLSCR1,WNT11
46318,22232,CASP3,VAV3
26198,33405,CYP2C19,EGR3
46427,25867,TIPARP,BRCA2
11717,46691,ZNF701,ZNF83
19548,26863,SLC2A1,TNIK
18044,51758,NFYB,CCNT2
45389,23713,DOT1L,MASP2
7917,38126,CYP27A1,HRAS
43692,23504,F2,KLF10
39155,17633,BRD2,CARM1
29257,18835,VPS28,BRCA1
28045,3355,BDP1,FH
44930,18201,ABCG2,PLOD2
36580,33372,ACP1,PNO1
34023,39963,KRAS,TRAPPC1
10800,1261,FOXM1,SULT1E1
32824,46114,LOXL2,MYBL1
53353,23742,DLST,NACA
51345,15901,CDA,UCK1
1444,40081,BCR,TAS2R14
27685,2329,MYO1C,RPN1
21775,6458,ABCA3,CTSB
39562,53953,CDKN1A,TP53
39043,40077,CSK,HRG
44930,50885,ABCG2,BIRC3
39043,46256,CSK,MELTF
4113,26329,BLM,DOCK9
48378,36610,LEPR,SRRT
36350,36443,CEP192,RPL13
15124,38126,EIF3E,HRAS
29985,49977,WNT7B,KRT7
34023,14234,KRAS,WBP11
3368,46322,NFE2L1,SNRNP70
39562,13133,CDKN1A,GPI
49526,26644,FADD,TNFRSF10B
16485,28131,RAB1A,GDE1
4585,16041,TUBB,ZNF574
10326,30825,TBX4,PTEN
35462,30931,RAD51AP1,TMPO
37190,35590,MRPL13,PRKAA1
716,26093,TUBGCP3,ZNF830
8453,14317,MRPL22,RPL5
19891,9738,PLOD3,PRPH2
12967,18835,CYP11B1,BRCA1
49128,48610,BNIP1,DUT
4847,16844,C2CD4B,NAE1
33832,10723,ALDOA,MYC
3626,43303,NTNG1,PNPT1
33931,33595,NAA25,TTC4
39043,21879,CSK,AVL9
14792,17579,HDAC6,KDM5C
29546,18256,IGF1,MT1X
40731,18835,PIK3CB,BRCA1
16654,17124,PTTG1,CEACAM19
16844,42851,NAE1,PLXDC1
40431,25867,TMEM132D,BRCA2
32670,563,MMP2,PRPF3
6938,12973,NCBP1,SPDL1
17761,9791,CDC7,CCNF
14842,7060,MCM7,RBL1
16284,11336,ATG2A,CAPN15
50280,27112,TYMS,WNK4
5247,23742,MAX,NACA
4961,38222,KCTD10,TSEN2
39043,37969,CSK,APOBEC1
19034,37562,MUS81,POLB
34991,34023,FCHO1,KRAS
10553,25455,MAP3K1,NFKB2
53953,37027,TP53,UBE2I
18835,45942,BRCA1,HDAC9
28502,4686,PGAM5,TBRG4
21775,42370,ABCA3,NKRF
28478,11717,NRAS,ZNF701
34023,20526,KRAS,MMADHC
28102,18201,CYP2D6,PLOD2
28478,21992,NRAS,RAB9B
47469,23837,CMPK1,EPHB1
16844,33549,NAE1,NLRP3
46379,47749,HMGCR,PIK3CA
16844,49226,NAE1,TRA2A
4113,4716,BLM,MFRP
19034,2673,MUS81,SNX8
4113,25051,BLM,LDAH
53017,21640,SLC22A2,UBA6
8984,35670,CDC25B,IRF2
20271,16844,ELMO1,NAE1
47469,6937,CMPK1,CSNK1D
26282,8243,EDF1,ORM1
53870,29485,TRRAP,VPS72
17365,40401,KIT,RAP1A
34023,53801,KRAS,NAT1
16409,15572,USP1,XRCC2
49830,2497,ABL1,MAML1
6722,36443,NUDC,RPL13
10547,4095,CD9,NR1I2
34864,25867,KCNH4,BRCA2
325,19031,ATP7A,KAT8
10164,9349,ARGLU1,MRPS18A
11910,28308,MRPL46,TAF2
43751,51885,ARIH1,DDX18
35985,15548,EXOSC9,RFC5
46715,18810,CAPN6,CYP3A4
34023,47593,KRAS,PLD4
38141,14764,CCT2,IL6ST
37441,716,RPP30,TUBGCP3
13705,36916,GAPDH,PDGFRA
16502,36443,CENPP,RPL13
34023,21093,KRAS,BMPR1B
3355,37758,FH,UQCRB
19034,12061,MUS81,RIPK1
14756,28478,NOL6,NRAS
2645,38461,ANAPC13,CEP152
34103,34023,KNL1,KRAS
20329,8900,ELOVL5,GPR35
4961,20631,KCTD10,NCAPD2
41521,3766,FBXW7,ACTR5
7327,1029,MRPS23,REXO2
33440,16844,CHCHD6,NAE1
39043,47941,CSK,CYP24A1
5749,34023,CASS4,KRAS
18429,53953,SKP2,TP53
36758,21664,ERCC4,SYNE2
9848,7297,DDR1,TMEFF1
40977,14550,CSF3R,STMN1
6099,18843,FEZ2,PPP2R3A
45466,11566,AHCYL1,AP2M1
36432,13223,ITGB5,NCEH1
28254,18429,CIT,SKP2
33398,36532,GJB2,EHF
47081,13382,HGSNAT,HMMR
41420,53953,TMEM207,TP53
19034,12635,MUS81,BRD9
4095,4778,NR1I2,RAD9A
47124,35439,CYP2C8,KCNQ4
28478,37562,NRAS,POLB
19841,18369,ADAMTS12,GSTP1
39043,750,CSK,NCOA1
7733,24714,MRPL42,STRAP
36707,11089,PELO,PMF1
11328,15824,HUS1,LEO1
14509,34780,HERC3,PTCD1
3722,10481,FLI1,AFDN
35917,28478,MAP2K1,NRAS
2880,16485,TRAPPC2L,RAB1A
19034,52439,MUS81,NKAP
40375,331,CHMP2A,EEF1G
1694,38126,EIF5A2,HRAS
34023,1391,KRAS,SFPQ
52477,48180,ABCB1,TAB2
51719,16844,ADRA1A,NAE1
49830,49794,ABL1,IFI16
53953,13228,TP53,MAP3K13
5719,34780,PPP2R1A,PTCD1
40209,42547,PHYHD1,NELFE
28478,35381,NRAS,SRMS
3824,11089,EIF3H,PMF1
11292,10723,KBTBD11,MYC
10164,23742,ARGLU1,NACA
34023,28345,KRAS,ZNF777
36853,25867,APEX2,BRCA2
11570,35220,ETAA1,LSM12
49201,7683,CENPM,PNN
4113,12970,BLM,DLGAP4
16844,53118,NAE1,PELI1
53442,18393,HMGA1,LTC4S
4113,3745,BLM,TOPBP1
106,28478,ECH1,NRAS
38126,15887,HRAS,IKBKB
34102,14743,NARS2,PIK3R1
16913,42620,CCDC84,SMNDC1
16844,53863,NAE1,RPRML
17523,48375,PARP1,FGFR1
18843,18835,PPP2R3A,BRCA1
17365,41753,KIT,PPP3CB
26743,26416,AURKA,RPA3
34023,28646,KRAS,GRIN2B
3355,703,FH,WDR77
50528,23026,EIF4G1,MBTPS2
39562,30093,CDKN1A,PRKCD
4961,27021,KCTD10,MRPL10
25068,39568,KRT15,RHAG
26451,38427,BBS9,PAM16
30458,31504,RPP38,SSB
34023,43651,KRAS,ZNF449
18651,10723,CDK9,MYC
26198,21742,CYP2C19,SPTB
35985,49469,EXOSC9,NOL10
25000,16614,CCT4,PRKRA
17853,16844,FREM2,NAE1
42741,28478,DPAGT1,NRAS
48249,30825,DRD1,PTEN
37850,5351,CCDC130,PTGDR2
16654,4383,PTTG1,MED9
39043,39697,CSK,CAPN2
1662,48598,EPHA6,P3H1
17635,34023,HIGD2A,KRAS
851,4961,COPS2,KCTD10
39043,38729,CSK,ZNF713
18810,35487,CYP3A4,GBP4
16844,8966,NAE1,XPR1
2645,28725,ANAPC13,OGFOD1
3531,33556,PMPCA,URM1
34023,18832,KRAS,TMEM17
551,53017,LRRC37A3,SLC22A2
53439,16844,MYO9B,NAE1
5316,34375,DNTTIP1,TPO
13062,42681,GTF2H4,RTF1
16844,10924,NAE1,TOX4
16844,53746,NAE1,PRKN
38402,53570,ZNF654,CHI3L2
3744,10147,BIRC2,XXYLT1
42244,28478,CNTN4,NRAS
44930,46382,ABCG2,LDLRAD4
34023,1043,KRAS,UBE2K
53201,52785,MYB,DEPDC5
16654,8375,PTTG1,EFCAB13
37887,9142,CBX2,LXN
23537,16844,ATP5F1B,NAE1
40006,19617,CDK2,RPL13A
9163,16191,NAA40,SAC3D1
15623,53017,NCOA3,SLC22A2
40913,27819,CYP19A1,PPP3CA
30686,38126,ARID5A,HRAS
34023,2731,KRAS,ZNHIT3
18954,9439,EPB41,QSOX1
50536,33722,TMEM100,HAND2
5509,42051,EGFR,HSPA9
23414,36435,AGPAT1,CKM
46256,53953,MELTF,TP53
23742,46322,NACA,SNRNP70
14434,16844,AIFM1,NAE1
26000,3752,SRXN1,SQSTM1
19899,18835,ZNF44,BRCA1
13062,20631,GTF2H4,NCAPD2
47610,13088,BAX,ERBB2
20947,5832,AK1,SLC29A1
13834,9861,HASPIN,PRPF8
34023,7742,KRAS,FAF2
26513,52105,MIB1,ZNF24
21185,30825,FABP3,PTEN
47756,15548,DDX55,RFC5
30825,49195,PTEN,ADAM32
4113,1394,BLM,USP5
42010,16844,IZUMO2,NAE1
14957,19559,KLF5,PRRG2
52040,13599,ELF2,YTHDC1
16654,51202,PTTG1,USP12
45720,25420,PPWD1,PSMB7
28478,30458,NRAS,RPP38
19317,10723,FAM193A,MYC
29145,10723,IRF8,MYC
1444,41869,BCR,RCAN2
32339,34023,DCTN4,KRAS
52901,20991,TCEAL8,TCEAL9
39043,16163,CSK,ATP5MC1
26198,20168,CYP2C19,PDE6H
44986,30271,PHF2,KDM3B
13654,46577,USP6,PER1
16654,22540,PTTG1,FKBP8
2669,34023,ADAMTSL5,KRAS
32557,34023,SIRPA,KRAS
17523,11501,PARP1,KDR
44578,39502,ABHD17B,TMED2
39810,28478,FANCC,NRAS
20693,26102,PTGS1,SP100
50482,38267,ITGB7,POMC
33681,11917,ABCB11,SENP1
5991,25867,ZNF614,BRCA2
28757,18681,CD52,ADRB1
45171,34472,MAD2L1,UBE2T
43595,35928,COL14A1,TESMIN
3368,31990,NFE2L1,PSMD1
8984,43761,CDC25B,PPM1K
36662,27343,LMNB1,RADIL
20726,4778,DNTT,RAD9A
1642,38126,ABI3,HRAS
38941,47411,KNTC1,CENPA
22722,10136,NOCT,RBP2
38126,8792,HRAS,ZBTB8OS
44930,26405,ABCG2,ILK
50885,14764,BIRC3,IL6ST
20742,2418,SYNJ1,SRP9
23504,35386,KLF10,MPG
48144,16844,BIRC8,NAE1
53066,28494,CDC40,METTL17
36617,28478,MED13L,NRAS
25450,24226,CYP2C9,PRKCQ
32339,38126,DCTN4,HRAS
25543,18337,RAPGEF1,YES1
10164,36443,ARGLU1,RPL13
10662,10316,COPE,PPAT
18651,37361,CDK9,RUNX1
26198,12961,CYP2C19,LIPE
22097,27351,INTS6L,NTRK1
10057,35985,EMC7,EXOSC9
31360,29165,VPS26C,NMD3
47666,36688,GRIK5,SPHK1
51898,18835,KCTD15,BRCA1
44256,1855,GHSR,TPD52L2
16654,35834,PTTG1,UBASH3B
38461,23742,CEP152,NACA
27853,28478,GPR61,NRAS
6478,34023,CHMP2B,KRAS
48566,23742,MRPL32,NACA
19034,22591,MUS81,BAZ1A
18810,22097,CYP3A4,INTS6L
8917,17365,CRCP,KIT
33811,48393,RFC1,CHEK2
19034,5623,MUS81,VCP
38885,28102,CD93,CYP2D6
26177,14495,PLK2,SSH3
33936,7747,CA9,PIM1
28478,14529,NRAS,ZBTB34
38126,19946,HRAS,SERPINB12
3768,51594,BCL2L2,GRB2
11501,30462,KDR,PMS2
45080,36306,CDH10,PLXNA3
49938,49641,BTK,IRF4
15455,53953,ITGB1,TP53
10723,14496,MYC,SLC11A2
37394,31747,KDM6A,RRM2
30928,53870,RBFA,TRRAP
52552,26368,GDI2,RHOA
53028,53017,PDLIM5,SLC22A2
19793,45720,GNPAT,PPWD1
34023,34988,KRAS,MACROD2
2804,1775,ARID1B,BCLAF1
16815,1701,DLGAP5,MCM6
29608,46616,GPR119,RGS16
23339,51832,CDH3,ESRP2
2283,10723,GPSM2,MYC
34521,37002,HECTD3,MAPT
22062,24538,ALAD,MAP3K4
16336,52982,MAGEC1,WRN
19485,31166,MDM2,RBX1
37879,25037,CSNK1E,SLC29A2
11917,6542,SENP1,SLCO1B3
18835,11501,BRCA1,KDR
8195,30127,FAM91A1,RNF139
8122,33595,TAZ,TTC4
6343,34348,FOXD3,LIPH
32739,16903,RAD23B,RRM1
19034,18967,MUS81,MED14
10553,52982,MAP3K1,WRN
1885,24313,ATM,EVPL
23240,10723,NQO2,MYC
30825,18610,PTEN,KIF20A
21307,34023,CENPE,KRAS
25726,50490,CDC26,TCOF1
4113,27922,BLM,GPER1
34023,53732,KRAS,CHKB
36443,38823,RPL13,TRMT5
36096,42908,FARSB,INTS5
34436,261,KIF11,ZNF511
53953,26928,TP53,XRCC6
39043,1655,CSK,ADK
23025,10723,ASAP2,MYC
29352,43759,COPS4,MRPL18
37820,11249,BTBD2,MBD3
29785,45349,PDP1,PLAT
8397,38919,KAT6A,SLC22A1
10662,31356,COPE,POLR2K
9800,40491,TSPAN4,DAB2
11854,26817,GTPBP3,MRPL4
10491,22528,FZD9,HSPD1
13091,43903,GTF2H5,PDGFRB
1885,790,ATM,POLM
28478,2062,NRAS,USP39
8243,53028,ORM1,PDLIM5
41103,16844,CHEK1,NAE1
27278,6914,ACTL6A,MED23
19034,15262,MUS81,PTPRF
46437,11786,CEACAM1,CYP3A5
45501,6542,HACE1,SLCO1B3
33477,29272,LCK,TYK2
38126,3914,HRAS,PITX2
16654,35166,PTTG1,PRR5
36808,10370,MST1R,RPS6
39278,52415,DHX35,PLAGL2
18369,42811,GSTP1,ZNF716
34724,18810,CALM1,CYP3A4
6914,50820,MED23,POLD1
40067,28478,PLEKHS1,NRAS
50394,28814,MED1,TAF1A
47527,18536,BCL10,CREBBP
43748,28478,EIF3F,NRAS
42350,34023,GLT8D2,KRAS
21935,12242,BAD,CSF1R
39043,51610,CSK,BCL2L11
44131,24504,HCK,HNRNPC
15824,30021,LEO1,SLC7A1
46424,38919,RPL35,SLC22A1
9974,46784,ATRX,RAD17
18810,26928,CYP3A4,XRCC6
33733,28478,FBL,NRAS
27703,51717,FBXL14,TUBB1
50760,40541,BCL2,GTSE1
18295,19179,CDK1,HNRNPF
28725,716,OGFOD1,TUBGCP3
35470,36707,CKAP5,PELO
8984,9598,CDC25B,ZFAND1
47469,28378,CMPK1,NEK6
19494,19377,BAK1,COPS5
51345,48180,CDA,TAB2
38126,12671,HRAS,TNXB
38126,12727,HRAS,PDX1
29929,53420,VPS4A,UBA1
16844,18380,NAE1,TP53AIP1
13484,52381,ZNF347,ZSCAN18
45389,53442,DOT1L,HMGA1
47574,32739,NHP2,RAD23B
51732,33477,PAK3,LCK
19751,38259,TMEM143,S100B
18835,23199,BRCA1,SLX4
20693,40081,PTGS1,TAS2R14
49667,42681,NAMPT,RTF1
26002,38126,S1PR5,HRAS
28254,9503,CIT,TSPO
16844,2184,NAE1,OR5H14
50496,3355,MTRF1L,FH
22062,20978,ALAD,CDK5
21775,26102,ABCA3,SP100
40739,30310,FANCM,RAD51
5509,5270,EGFR,SMAD2
34657,16844,BCCIP,NAE1
50805,42908,EIF3D,INTS5
9848,53028,DDR1,PDLIM5
9349,716,MRPS18A,TUBGCP3
52477,6965,ABCB1,EPHA1
30924,50719,CSNK1G2,TPSAB1
31869,7862,GATA3,WEE1
34023,9251,KRAS,DENND5B
53953,51732,TP53,PAK3
51196,28478,GOSR1,NRAS
48776,16844,BST2,NAE1
45491,30333,CEP131,NUP85
28478,14024,NRAS,UBE2O
6034,51594,CYP11B2,GRB2
35549,28478,CUX1,NRAS
39043,14628,CSK,CETN2
34023,4777,KRAS,MDH1
35590,53953,PRKAA1,TP53
11786,41611,CYP3A5,SMO
31869,31747,GATA3,RRM2
34023,27292,KRAS,ORC5
32317,23129,KMT2E,EZH2
51256,10622,PLOD1,CALU
28329,32023,ANXA5,CYP2W1
6409,16844,GABARAPL2,NAE1
16179,50280,PRKD3,TYMS
34953,26405,ABCC1,ILK
38126,38823,HRAS,TRMT5
32854,34780,ANTXR2,PTCD1
10662,5719,COPE,PPP2R1A
19494,5509,BAK1,EGFR
4778,29610,RAD9A,SESN2
39294,21746,LMBRD1,CD46
2396,28478,LRRN1,NRAS
833,13621,ARF4,RHEB
6804,52982,ABCC4,WRN
46054,28478,NOL4,NRAS
19034,23552,MUS81,DESI1
41045,38126,NECAB2,HRAS
37229,38126,CLU,HRAS
26456,13705,FBP2,GAPDH
17365,53953,KIT,TP53
6113,30348,CNOT10,RPL14
34137,46025,EMP1,FHL2
25037,53309,SLC29A2,STAT4
19077,28478,SNRNP200,NRAS
31000,48893,EPHB4,PIM2
35549,20693,CUX1,PTGS1
15130,37268,CARS2,PGK1
34023,30371,KRAS,POLD3
26743,16774,AURKA,MASTL
40669,8243,ALG10B,ORM1
39043,21245,CSK,ACCSL
13096,8796,MCM10,FANCG
47874,25450,API5,CYP2C9
10057,36443,EMC7,RPL13
30310,7453,RAD51,ZBTB32
29610,16409,SESN2,USP1
41521,9548,FBXW7,NAPG
46154,21073,GPX8,CAVIN1
4152,53953,ZNF517,TP53
39043,20684,CSK,CAST
43751,18978,ARIH1,WDR61
28102,14317,CYP2D6,RPL5
47763,3355,TOP2A,FH
45780,2866,IER3IP1,TXNL1
10622,26814,CALU,CD276
1481,44889,MRPL47,NDUFB5
41521,25470,FBXW7,EFHC1
34023,11024,KRAS,STK19
43101,16844,FAM8A1,NAE1
10583,38267,DBH,POMC
45247,53945,NCF4,LAIR1
28478,10445,NRAS,VPS53
21935,1444,BAD,BCR
32400,15901,ABCC10,UCK1
34023,26354,KRAS,NOP14
11910,716,MRPL46,TUBGCP3
23742,28725,NACA,OGFOD1
36219,30825,PTPRM,PTEN
34662,52139,MCL1,MET
21775,21742,ABCA3,SPTB
15903,23129,DBF4,EZH2
1421,12000,TPP2,UPF3A
31281,19289,SELE,SH2D5
8226,34023,GALT,KRAS
47720,1145,EBNA1BP2,GNL3L
20474,36342,ACKR3,S100A6
10680,48312,BCL2L1,DCK
45720,18978,PPWD1,WDR61
24079,28478,CD81,NRAS
30564,23443,ASPM,NEK2
3768,10748,BCL2L2,LARS2
52477,27665,ABCB1,THAP1
19485,52511,MDM2,SSBP1
48312,19139,DCK,SMAD4
40045,47469,AURKAIP1,CMPK1
4941,22847,CPE,STX1A
34023,41552,KRAS,VPS25
31352,2418,CAPN7,SRP9
21775,22268,ABCA3,NFATC1
18361,34023,CAPZB,KRAS
13416,53203,TPM1,DSTN
28102,6383,CYP2D6,PLEKHM1
44930,22097,ABCG2,INTS6L
25336,39930,LUC7L3,RBMX
2645,23026,ANAPC13,MBTPS2
52913,45921,ERP44,HSF1
33405,20693,EGR3,PTGS1
5624,37927,CPEB3,PDIK1L
16311,28478,EXOSC1,NRAS
41888,30825,EPHA5,PTEN
28102,45073,CYP2D6,SYT11
27083,34023,AHCTF1,KRAS
29555,11301,MAP3K10,PIK3R2
34023,50607,KRAS,PCNT
20901,52856,PI4KA,SNAP29
52003,33595,PPCS,TTC4
16031,4628,ALG8,SPTLC3
10768,20693,CNR1,PTGS1
53789,12709,CLPP,POLR2E
29132,1388,ALB,CA2
19034,10034,MUS81,SERPINB1
10109,13589,SORCS2,VAPB
52537,53090,GALK1,PRODH
