gene_a.name	gene_a.identifier	gene_b.name	gene_b.identifier	SL.cell_line	SL.pubmed_id	SL.source	SL.statistic_score
CREG1	8804	KRAS	3845	COAD	19490893	Text Mining	0.6
FBXO40	51725	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
CHD7	55636	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
HSPA9	3313	KRAS	3845	COAD	19490893	Text Mining	0.6
CREBBP	1387	KRAS	3845	BRCA	25407795	Text Mining	0.4
MAPK7	5598	KRAS	3845	COAD	19490893	Text Mining	0.6
NDC1	55706	KRAS	3845	COAD	19490893	Text Mining	0.6
CMTR1	23070	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.464
GLT8D2	83468	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
EEPD1	80820	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
GLI3	2737	KRAS	3845	COAD	19490893	Text Mining	0.6
ZC3H15	55854	KRAS	3845	COAD	19490893	Text Mining	0.6
NRDE2	55051	KRAS	3845	COAD	19490893	Text Mining	0.6
PROK1	84432	KRAS	3845	COAD	19490893	Text Mining	0.6
LAMB3	3914	KRAS	3845	COAD	22613949	Text Mining	0.6
STAR	6770	KRAS	3845	COAD	19490893	Text Mining	0.6
PSMA1	5682	KRAS	3845	COAD	22613949	Text Mining	0.6
H2BC8	8339	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.479
NOL4	8715	KRAS	3845	COAD	19490893	Text Mining	0.6
UBE2M	9040	KRAS	3845	COAD	19490893	Text Mining	0.6
KCNH4	23415	KRAS	3845	COAD	19490893	Text Mining	0.6
NAGLU	4669	KRAS	3845	COAD	22613949	Text Mining	0.6
PIP4K2A	5305	KRAS	3845	COAD	19490893	Text Mining	0.6
PLEKHS1	79949	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
PPIL1	51645	KRAS	3845	COAD	19490893	Text Mining	0.6
CDC27	996	KRAS	3845	COAD	19490893	Text Mining	0.6
SLC25A2	83884	KRAS	3845	COAD	19490893	Text Mining	0.6
RCHY1	25898	KRAS	3845	COAD	19490893	Text Mining	0.6
COBLL1	22837	KRAS	3845	COAD	19490893	Text Mining	0.6
CRYL1	51084	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
REG1A	5967	KRAS	3845	COAD	19490893	Text Mining	0.6
JAK1	3716	KRAS	3845	COAD	19490893	Text Mining	0.6
C17orf64	124773	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
SYNM	23336	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
CLSTN3	9746	KRAS	3845	COAD	19490893	Text Mining	0.6
FBXW11	23291	KRAS	3845	COAD	19490893	Text Mining	0.6
LOXL2	4017	KRAS	3845	COAD	19490893	Text Mining	0.6
CXXC4	80319	KRAS	3845	COAD	19490893	Text Mining	0.6
PSMB6	5694	KRAS	3845	COAD	19490893	Text Mining	0.6
BACH2	60468	KRAS	3845	COAD	19490893	Text Mining	0.6
IL22RA2	116379	KRAS	3845	COAD	19490893	Text Mining	0.6
CACNA2D2	9254	KRAS	3845	COAD	19490893	Text Mining	0.6
DDX46	9879	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.47
ZNF383	163087	KRAS	3845	COAD	19490893	Text Mining	0.6
ARMCX4	100131755	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
FMN1	342184	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
BIRC3	330	KRAS	3845	BRCA	25407795	Text Mining	0.4
RSRP1	57035	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
PJVK	494513	KRAS	3845	COAD	19490893	Text Mining	0.6
ZNF550	162972	KRAS	3845	COAD	19490893	Text Mining	0.6
ERCC6L	54821	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
GTF2A1L	11036	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.494
AP2B1	163	KRAS	3845	COAD	19490893	Text Mining	0.6
TTC7B	145567	KRAS	3845	COAD	19490893	Text Mining	0.6
RAP1GDS1	5910	KRAS	3845	COAD	19490893	Text Mining	0.6
TLNRD1	59274	KRAS	3845	COAD	19490893	Text Mining	0.6
DUSP16	80824	KRAS	3845	COAD	19490893	Text Mining	0.6
RIPOR3	140876	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
KCNV1	27012	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
KLRD1	3824	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
ARHGAP24	83478	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
FREM1	158326	KRAS	3845	COAD	19490893	Text Mining	0.6
DCTN4	51164	KRAS	3845	COAD	19490893	Text Mining	0.6
BAIAP2L2	80115	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
AGBL5	60509	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
LSM5	23658	KRAS	3845	COAD	19490893	Text Mining	0.6
DCAF1	9730	KRAS	3845	COAD	19490893	Text Mining	0.6
CDC25B	994	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
PCLAF	9768	KRAS	3845	COAD	19490893	Text Mining	0.6
POLA1	5422	KRAS	3845	COAD	19490893	Text Mining	0.6
HOXC5	3222	KRAS	3845	COAD	22613949	Text Mining	0.6
ADORA2A	135	KRAS	3845	COAD	19490893	Text Mining	0.6
NCL	4691	KRAS	3845	COAD	19490893	Text Mining	0.6
CDK1	983	KRAS	3845	null	26881434	Text Mining	0.2
SLC17A7	57030	KRAS	3845	COAD	19490893	Text Mining	0.6
GALC	2581	KRAS	3845	COAD	19490893	Text Mining	0.6
GOT2	2806	KRAS	3845	COAD	19490893	Text Mining	0.6
CD82	3732	KRAS	3845	COAD	19490893	Text Mining	0.6
CSN1S1	1446	KRAS	3845	COAD	19490893	Text Mining	0.6
HCK	3055	KRAS	3845	COAD	19490893	Text Mining	0.6
AP4E1	23431	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
CENPE	1062	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
GDPD4	220032	KRAS	3845	COAD	19490893	Text Mining	0.6
CPSF2	53981	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
SH3PXD2B	285590	KRAS	3845	COAD	19490893	Text Mining	0.6
SH3TC2	79628	KRAS	3845	COAD	19490893	Text Mining	0.6
KIAA0355	9710	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.476
MUC17	140453	KRAS	3845	COAD	19490893	Text Mining	0.6
DCXR	51181	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
SSR3	6747	KRAS	3845	COAD	19490893	Text Mining	0.6
CA12	771	KRAS	3845	COAD	19490893	Text Mining	0.6
SEC14L3	266629	KRAS	3845	COAD	19490893	Text Mining	0.6
POLR3B	55703	KRAS	3845	COAD	19490893	Text Mining	0.6
A2M	2	KRAS	3845	COAD	19490893	Text Mining	0.6
FGL2	10875	KRAS	3845	DLD-1;DLD-1	19490893	GenomeRNAi	0.506
OR4K1	79544	KRAS	3845	COAD	19490893	Text Mining	0.6
SAE1	10055	KRAS	3845	COAD	19490893	Text Mining	0.6
ASB10	136371	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
CIR1	9541	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
CHSY3	337876	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
HOXB13	10481	KRAS	3845	COAD	22613949	Text Mining	0.6
KBTBD3	143879	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
PHF7	51533	KRAS	3845	COAD	19490893	Text Mining	0.6
SPHK1	8877	KRAS	3845	COAD	19490893	Text Mining	0.6
ISG20L2	81875	KRAS	3845	COAD	19490893	Text Mining	0.6
MAFG	4097	KRAS	3845	COAD	22613949	Text Mining	0.6
IL1RL2	8808	KRAS	3845	COAD	19490893	Text Mining	0.6
CNOT9	9125	KRAS	3845	COAD	19490893	Text Mining	0.6
FGD1	2245	KRAS	3845	COAD	19490893	Text Mining	0.6
CRELD2	79174	KRAS	3845	COAD	19490893	Text Mining	0.6
NRXN1	9378	KRAS	3845	COAD	19490893	Text Mining	0.6
AAR2	25980	KRAS	3845	DLD-1;DLD-1	19490893	GenomeRNAi	0.515
IL26	55801	KRAS	3845	COAD	19490893	Text Mining	0.6
PTPN1	5770	KRAS	3845	COAD	19490893	Text Mining	0.6
POLR2H	5437	KRAS	3845	COAD	19490893	Text Mining	0.6
DHX8	1659	KRAS	3845	"Human non-small cell lung-cancer, Lung Adenocarcin"	19490893	Synlethality	0.855
SHTN1	57698	KRAS	3845	COAD	19490893	Text Mining	0.6
CBS	875	KRAS	3845	COAD	19490893	Text Mining	0.6
ENPP5	59084	KRAS	3845	COAD	19490893	Text Mining	0.6
CENPO	79172	KRAS	3845	COAD	19490893	Text Mining	0.6
APOC1	341	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
GBGT1	26301	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
C1R	715	KRAS	3845	COAD	22613949	Text Mining	0.6
ELP5	23587	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
ADCY8	114	KRAS	3845	COAD	19490893	Text Mining	0.6
GTF2B	2959	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
MMUT	4594	KRAS	3845	COAD	19490893	Text Mining	0.6
METTL14	57721	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
VMP1	81671	KRAS	3845	COAD	19490893	Text Mining	0.6
PPP3R1	5534	KRAS	3845	COAD	22613949	Text Mining	0.6
ARF4	378	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
RASL11A	387496	KRAS	3845	COAD	19490893	Text Mining	0.6
URI1	8725	KRAS	3845	COAD	19490893	Text Mining	0.6
NOL8	55035	KRAS	3845	COAD	19490893	Text Mining	0.6
NDE1	54820	KRAS	3845	COAD	22613949	Text Mining	0.6
FUT3	2525	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
PLXNB1	5364	KRAS	3845	COAD	22613949	Text Mining	0.6
HSCB	150274	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.476
IBTK	25998	KRAS	3845	COAD	19490893	Text Mining	0.6
MCM3AP	8888	KRAS	3845	COAD	22613949	Text Mining	0.6
DOCK5	80005	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.464
KHDRBS3	10656	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
GPATCH2	55105	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
FBXO44	93611	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
IRAK3	11213	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
SULT1B1	27284	KRAS	3845	COAD	19490893	Text Mining	0.6
RNF41	10193	KRAS	3845	COAD	19490893	Text Mining	0.6
MYO1E	4643	KRAS	3845	COAD	19490893	Text Mining	0.6
ADPRS	54936	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
SPOUT1	51490	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
RRP9	9136	KRAS	3845	COAD	19490893	Text Mining	0.6
SMC4	10051	KRAS	3845	COAD	19490893	Text Mining	0.6
GRHL2	79977	KRAS	3845	COAD	19490893	Text Mining	0.6
MVP	9961	KRAS	3845	COAD	19490893	Text Mining	0.6
IARS1	3376	KRAS	3845	COAD	19490893	Text Mining	0.6
UBB	7314	KRAS	3845	COAD	22613949	Text Mining	0.6
GRM8	2918	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
RAP1A	5906	KRAS	3845	COAD	22613949	Text Mining	0.6
PRTN3	5657	KRAS	3845	COAD	19490893	Text Mining	0.6
ZFC3H1	196441	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
NARS2	79731	KRAS	3845	BRCA	25407795	Text Mining	0.4
GRTP1	79774	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.479
COPS5	10987	KRAS	3845	COAD	19490893	Text Mining	0.6
NCAPG	64151	KRAS	3845	COAD	19490893	Text Mining	0.6
SCN8A	6334	KRAS	3845	COAD	19490893	Text Mining	0.6
CBR3	874	KRAS	3845	COAD	19490893	Text Mining	0.6
LIPG	9388	KRAS	3845	COAD	19490893	Text Mining	0.6
NBEAL1	65065	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
VPS52	6293	KRAS	3845	COAD	22613949	Text Mining	0.6
CCAR2	57805	KRAS	3845	COAD	19490893	Text Mining	0.6
PIN1	5300	KRAS	3845	COAD	19490893	Text Mining	0.6
MAP4K1	11184	KRAS	3845	COAD	22613949	Text Mining	0.6
PLA2G2A	5320	KRAS	3845	COAD	19490893	Text Mining	0.6
OR10AG1	282770	KRAS	3845	COAD	19490893	Text Mining	0.6
KNL1	57082	KRAS	3845	COAD	19490893	Text Mining	0.6
CTNS	1497	KRAS	3845	COAD	19490893	Text Mining	0.6
ALLC	55821	KRAS	3845	DLD-1;DLD-1	19490893	GenomeRNAi	0.512
BCL2L1	598	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
WDR3	10885	KRAS	3845	COAD	19490893	Text Mining	0.6
TMEM135	65084	KRAS	3845	COAD	19490893	Text Mining	0.6
TCOF1	6949	KRAS	3845	COAD	19490893	Text Mining	0.6
NDN	4692	KRAS	3845	COAD	19490893	Text Mining	0.6
ZFP37	7539	KRAS	3845	COAD	19490893	Text Mining	0.6
THOC1	9984	KRAS	3845	COAD	19490893	Text Mining	0.6
SNAP23	8773	KRAS	3845	COAD	19490893	Text Mining	0.6
BFAR	51283	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
ATP13A4	84239	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
LY6G6C	80740	KRAS	3845	COAD	19490893	Text Mining	0.6
CD96	10225	KRAS	3845	COAD	19490893	Text Mining	0.6
PMF1	11243	KRAS	3845	COAD	19490893	Text Mining	0.6
KCNG3	170850	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
SEC13	6396	KRAS	3845	COAD	19490893	Text Mining	0.6
COPS4	51138	KRAS	3845	COAD	19490893	Text Mining	0.6
C3orf33	285315	KRAS	3845	COAD	19490893	Text Mining	0.6
GALNT15	117248	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
OLIG2	10215	KRAS	3845	COAD	19490893	Text Mining	0.6
DHX38	9785	KRAS	3845	COAD	19490893	Text Mining	0.6
FAM9B	171483	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
KIF4A	24137	KRAS	3845	COAD	19490893	Text Mining	0.6
FADS2	9415	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
BTBD1	53339	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
COL5A3	50509	KRAS	3845	COAD	19490893	Text Mining	0.6
ELP1	8518	KRAS	3845	COAD	19490893	Text Mining	0.6
DES	1674	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
BLM	641	KRAS	3845	COAD	24104479	Text Mining	0.6
HOXD1	3231	KRAS	3845	COAD	19490893	Text Mining	0.6
CCDC171	203238	KRAS	3845	COAD	19490893	Text Mining	0.6
ATP9A	10079	KRAS	3845	COAD	19490893	Text Mining	0.6
MAD2L1	4085	KRAS	3845	COAD	19490893	Text Mining	0.6
CUX1	1523	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
RHBDL2	54933	KRAS	3845	COAD	19490893	Text Mining	0.6
BTBD11	121551	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
KIF14	9928	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
AR	367	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
MAGED4	728239	KRAS	3845	COAD	19490893	Text Mining	0.6
TGIF2	60436	KRAS	3845	COAD	19490893	Text Mining	0.6
RTN2	6253	KRAS	3845	COAD	19490893	Text Mining	0.6
AMPH	273	KRAS	3845	COAD	19490893	Text Mining	0.6
CCIN	881	KRAS	3845	COAD	19490893	Text Mining	0.6
CCDC14	64770	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
ZNF695	57116	KRAS	3845	COAD	19490893	Text Mining	0.6
CASQ1	844	KRAS	3845	COAD	19490893	Text Mining	0.6
SF3A1	10291	KRAS	3845	COAD	19490893	Text Mining	0.6
PSMB5	5693	KRAS	3845	COAD	19490893	Text Mining	0.6
UPF1	5976	KRAS	3845	COAD	19490893	Text Mining	0.6
POLG	5428	KRAS	3845	COAD	19490893	Text Mining	0.6
HEMK1	51409	KRAS	3845	COAD	19490893	Text Mining	0.6
ARPC5L	81873	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
PSMA4	5685	KRAS	3845	COAD	19490893	Text Mining	0.6
IL1RAP	3556	KRAS	3845	COAD	19490893	Text Mining	0.6
CCT8	10694	KRAS	3845	COAD	19490893	Text Mining	0.6
CS	1431	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
ERH	2079	KRAS	3845	COAD	19490893	Text Mining	0.6
FCGBP	8857	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
CILK1	22858	KRAS	3845	DLD-1;DLD-1;DLD-1	19490893	GenomeRNAi	0.557
FLYWCH1	84256	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
UBE2Z	65264	KRAS	3845	COAD	19490893	Text Mining	0.6
GNL3L	54552	KRAS	3845	COAD	19490893	Text Mining	0.6
CELF5	60680	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
DNAJC5G	285126	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
G3BP1	10146	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
DCLK3	85443	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
ZNF556	80032	KRAS	3845	COAD	19490893	Text Mining	0.6
CSTF1	1477	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
RPL30	6156	KRAS	3845	COAD	19490893	Text Mining	0.6
NAGS	162417	KRAS	3845	COAD	19490893	Text Mining	0.6
PI3	5266	KRAS	3845	COAD	19490893	Text Mining	0.6
DSCAM	1826	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
BMPR1A	657	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.515
XRCC1	7515	KRAS	3845	COAD	19490893	Text Mining	0.6
DDX43	55510	KRAS	3845	COAD	19490893	Text Mining	0.6
GPR61	83873	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
KIF11	3832	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
ASPH	444	KRAS	3845	COAD	19490893	Text Mining	0.6
SPAST	6683	KRAS	3845	COAD	19490893	Text Mining	0.6
C3orf35	339883	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
FRMPD1	22844	KRAS	3845	COAD	19490893	Text Mining	0.6
DCLK2	166614	KRAS	3845	COAD	19490893	Text Mining	0.6
ASCC3	10973	KRAS	3845	COAD	19490893	Text Mining	0.6
ABCC4	10257	KRAS	3845	BRCA	25407795	Text Mining	0.4
GML	2765	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.47
MID1	4281	KRAS	3845	COAD	19490893	Text Mining	0.6
PXDC1	221749	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.473
TCTE3	6991	KRAS	3845	COAD	19490893	Text Mining	0.6
TSSK1B	83942	KRAS	3845	COAD	19490893	Text Mining	0.6
MNDA	4332	KRAS	3845	COAD	19490893	Text Mining	0.6
PSEN1	5663	KRAS	3845	COAD	19490893	Text Mining	0.6
CNGA2	1260	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
LTK	4058	KRAS	3845	COAD	19490893	Text Mining	0.6
HSPA14	51182	KRAS	3845	COAD	19490893	Text Mining	0.6
GPX4	2879	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
NCKIPSD	51517	KRAS	3845	COAD	19490893	Text Mining	0.6
CALML4	91860	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
SPTBN5	51332	KRAS	3845	COAD	19490893	Text Mining	0.6
UBAC2	337867	KRAS	3845	COAD	19490893	Text Mining	0.6
GMPPB	29925	KRAS	3845	COAD	19490893	Text Mining	0.6
SLC2A2	6514	KRAS	3845	COAD	19490893	Text Mining	0.6
NECAB2	54550	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
PAMR1	25891	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
SLC35G2	80723	KRAS	3845	COAD	19490893	Text Mining	0.6
SNTB2	6645	KRAS	3845	COAD	19490893	Text Mining	0.6
USP30	84749	KRAS	3845	COAD	19490893	Text Mining	0.6
CFL1	1072	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.467
LRRC10	376132	KRAS	3845	COAD	19490893	Text Mining	0.6
POLR2J	5439	KRAS	3845	COAD	19490893	Text Mining	0.6
ECH1	1891	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.479
PEX11A	8800	KRAS	3845	COAD	22613949	Text Mining	0.6
EIF2AK2	5610	KRAS	3845	COAD	19490893	Text Mining	0.6
FAM167A	83648	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
BCL2L13	23786	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
ZC3H10	84872	KRAS	3845	COAD	19490893	Text Mining	0.6
IL24	11009	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
RGS20	8601	KRAS	3845	COAD	22613949	Text Mining	0.6
POGLUT2	79070	KRAS	3845	COAD	19490893	Text Mining	0.6
C6	729	KRAS	3845	COAD	19490893	Text Mining	0.6
CASS4	57091	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
DDX52	11056	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
KLHL25	64410	KRAS	3845	COAD	19490893	Text Mining	0.6
SERPINI1	5274	KRAS	3845	COAD	22613949	Text Mining	0.6
EFNB2	1948	KRAS	3845	COAD	19490893	Text Mining	0.6
COPS3	8533	KRAS	3845	COAD	19490893	Text Mining	0.6
WDR36	134430	KRAS	3845	COAD	19490893	Text Mining	0.6
SPACA7	122258	KRAS	3845	COAD	19490893	Text Mining	0.6
HRG	3273	KRAS	3845	COAD	19490893	Text Mining	0.6
ILF3	3609	KRAS	3845	COAD	22613949	Text Mining	0.6
ALKBH7	84266	KRAS	3845	COAD	19490893	Text Mining	0.6
PDZK1	5174	KRAS	3845	COAD	19490893	Text Mining	0.6
SNW1	22938	KRAS	3845	COAD	19490893	Text Mining	0.6
CYLC2	1539	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
CDCA3	83461	KRAS	3845	COAD	19490893	Text Mining	0.6
ICMT	23463	KRAS	3845	COAD	19490893	Text Mining	0.6
NFKBIL1	4795	KRAS	3845	COAD	22613949	Text Mining	0.6
TSPAN15	23555	KRAS	3845	COAD	19490893	Text Mining	0.6
CAPN3	825	KRAS	3845	COAD	19490893	Text Mining	0.6
SRD5A1	6715	KRAS	3845	COAD	19490893	Text Mining	0.6
PHF1	5252	KRAS	3845	COAD	22613949	Text Mining	0.6
KARS1	3735	KRAS	3845	COAD	19490893	Text Mining	0.6
TULP2	7288	KRAS	3845	COAD	22613949	Text Mining	0.6
ABCA10	10349	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
RPGR	6103	KRAS	3845	COAD	19490893	Text Mining	0.6
RNF130	55819	KRAS	3845	COAD	19490893	Text Mining	0.6
PRPF19	27339	KRAS	3845	COAD	19490893	Text Mining	0.6
COL1A1	1277	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.455
KLHL38	340359	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.482
SNX2	6643	KRAS	3845	COAD	19490893	Text Mining	0.6
ATG16L2	89849	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.467
A2ML1	144568	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.452
CCDC51	79714	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
SNU13	4809	KRAS	3845	COAD	22613949	Text Mining	0.6
APLP1	333	KRAS	3845	COAD	19490893	Text Mining	0.6
ZNF260	339324	KRAS	3845	COAD	19490893	Text Mining	0.6
HOMER1	9456	KRAS	3845	COAD	19490893	Text Mining	0.6
HM13	81502	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.464
ACSM4	341392	KRAS	3845	COAD	19490893	Text Mining	0.6
TMEM117	84216	KRAS	3845	COAD	19490893	Text Mining	0.6
SUV39H2	79723	KRAS	3845	COAD	19490893	Text Mining	0.6
SORT1	6272	KRAS	3845	COAD	22613949	Text Mining	0.6
RYR2	6262	KRAS	3845	COAD	19490893	Text Mining	0.6
GABPB1	2553	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.464
DSC1	1823	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
TOMM20	9804	KRAS	3845	COAD	19490893	Text Mining	0.6
CAB39	51719	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
FAM114A1	92689	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.47
MRPL49	740	KRAS	3845	COAD	19490893	Text Mining	0.6
UBE3B	89910	KRAS	3845	COAD	19490893	Text Mining	0.6
ACP6	51205	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
WFDC13	164237	KRAS	3845	COAD	19490893	Text Mining	0.6
HSPD1	3329	KRAS	3845	COAD	19490893	Text Mining	0.6
MROH5	389690	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
BMP1	649	KRAS	3845	COAD	22613949	Text Mining	0.6
PPWD1	23398	KRAS	3845	COAD	19490893	Text Mining	0.6
EDA2R	60401	KRAS	3845	COAD	19490893	Text Mining	0.6
PIWIL4	143689	KRAS	3845	COAD	19490893	Text Mining	0.6
FLI1	2313	KRAS	3845	BRCA	25407795	Text Mining	0.4
TMEM177	80775	KRAS	3845	COAD	19490893	Text Mining	0.6
FOXA2	3170	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.443
FOXR1	283150	KRAS	3845	COAD	19490893	Text Mining	0.6
EIF2S2	8894	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.461
CNTN4	152330	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
TRMO	51531	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
ILF2	3608	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
FGG	2266	KRAS	3845	COAD	19490893	Text Mining	0.6
ST6GALNAC5	81849	KRAS	3845	COAD	19490893	Text Mining	0.6
RAB9B	51209	KRAS	3845	COAD	19490893	Text Mining	0.6
MMP7	4316	KRAS	3845	COAD	22613949	Text Mining	0.6
C6orf163	206412	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.458
DVL3	1857	KRAS	3845	COAD	19490893	Text Mining	0.6
DGKI	9162	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
CHRNB4	1143	KRAS	3845	COAD	19490893	Text Mining	0.6
ATG4A	115201	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.467
TKTL1	8277	KRAS	3845	COAD	22613949	Text Mining	0.6
MOB3A	126308	KRAS	3845	COAD	19490893	Text Mining	0.6
VTI1A	143187	KRAS	3845	COAD	19490893	Text Mining	0.6
EIF3E	3646	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
GALP	85569	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.446
KCNG4	93107	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.449
GFPT2	9945	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.44
NDST3	9348	KRAS	3845	COAD	19490893	Text Mining	0.6
ZDHHC16	84287	KRAS	3845	COAD	19490893	Text Mining	0.6
MED23	9439	KRAS	3845	COAD	19490893	Text Mining	0.6
NDUFA9	4704	KRAS	3845	COAD	19490893	Text Mining	0.6
FBXW10	10517	KRAS	3845	DLD-1	19490893	GenomeRNAi	0.464
